hedge	ve
6009	0.00015290240756496602
6010	0.00010723919574870402
6011	7.213727700532336e-05
6012	0.027763137348523825
6013	5.484986021301325e-05
6014	4.1920783217856305e-05
6015	0.00017335549055196324
6016	7.838300815748804e-05
6017	5.3606166600872984e-05
6018	0.0005434000674928377
6019	0.0026203760424220648
6020	9.685728203336984e-07
6021	6.475734553905683e-05
6022	0.02759556129514867
6023	0.00010469288447468348
6024	2.483727103277488e-05
6025	2.1319425157851027e-05
6026	6.150008416075833e-06
6027	0.0004994311681782144
6028	5.545889628695511e-08
6029	0.0005591703276600378
6030	0.0005094841590520504
6031	3.649611320397971e-52
6032	0.0002871843705978578
6033	0.02760030025455765
6034	0.00013080902620319374
6035	0.0007421486080929425
6036	0.001028322615339049
6037	4.679173092844966e-05
6038	4.310055882354543e-10
6039	0.0005248254292371289
6040	0.00010723919574870402
6041	0.0005360196735194464
6042	0.000917916596683228
6043	3.138429971578956e-05
6044	0.001587507833792812
6045	0.00010723919574870402
6046	2.5089704476168434e-05
6047	0.00014634680266071052
6048	0.002653804972741834
6049	0.0004227967100204356
6050	0.00041073959411644904
6051	0.0005383571180049369
6052	0.0010448753574988172
6053	0.0006017723510358213
6054	0.00013001535122853886
6055	2.596705484077485e-05
6056	2.6546058164233517e-05
6057	0.0024909111710099668
6058	0.027923841629274505
6059	0.0005029858797383924
6060	0.00033352371882169445
6061	3.285699674840376e-05
6062	0.0006384881516950814
6063	0.0004994857806958341
6064	1.407227832538589e-06
6065	5.3723400233434535e-06
6066	0.00031098787196844735
6067	2.391809274936014e-47
6068	0.0024909111710099668
6069	0.00014822082408258284
6070	0.029207196252938335
6071	0.0005073893624984272
6072	0.002492662457834188
6073	1.2415976453315763e-06
6074	0.0008305002986734878
6075	0.0026518684702451427
6076	3.649611320397971e-52
6077	0.0005399645701088104
6078	0.00013647047520973205
6079	0.0006989773025050494
6080	0.0007540917367720768
6081	0.0004995504795393503
6082	0.0004998696890833356
6083	0.0004994327360480956
6084	0.00012999369580709018
6085	0.0005356799843105772
6086	0.0005123931541347696
6087	0.0008305002986734878
6088	8.292043679664066e-07
6089	0.0005357411284751183
6090	0.00014706304687918438
6091	0.00010849728992990425
6092	0.00011337167011671746
6093	0.002571920315503687
6094	0.0001875966719615171
6095	3.649611320397971e-52
6096	1.4029528840263784e-06
6097	0.0006041347552674054
6098	3.649611320397971e-52
6099	5.111650790471573e-06
6100	0.00018806778789310548
6101	0.0005528824033518369
6102	7.664378610790686e-05
6103	4.4228656453325317e-05
6104	0.0004159591921241708
6105	5.318263675990108e-06
6106	9.948698416362393e-05
6107	2.9736089169966588e-05
6108	5.5518604033527475e-06
6109	0.00012933346584173433
6110	0.0004994311681782144
6111	2.596705484077485e-05
6112	0.00010896578949970536
6113	0.00018475977751202476
6114	0.0006357165038483447
6115	4.352815107064531e-05
6116	7.061594270646714e-05
6117	0.00010734334311978853
6118	0.0005234584452192008
6119	0.0026307692492792594
6120	0.002606091019746912
6121	2.0433348192703833e-06
6122	0.0004994314683646708
6123	0.00041073959411644904
6124	0.002491919616178484
6125	0.0026932253163927194
6126	0.002583721195251617
6127	8.052174952988813e-05
6128	0.000156263153968871
6129	0.0024909111710099668
6130	0.0005319996867219969
6131	3.685063796166134e-09
6132	0.0024924612341904176
6133	0.0024909111710099668
6134	3.4813321525954423e-06
6135	0.000136109827303623
6136	0.0024909111710099668
6137	0.0008349000582069019
6138	0.00024717610406171513
6139	2.880501687264384e-06
6140	8.50092910932206e-06
6141	1.6590997645916937e-08
6142	6.391370971752475e-07
6143	0.0005002856331134903
6144	0.0005029861820818566
6145	0.0004110297335403176
6146	0.00010776297638052593
6147	0.0005002292961647351
6148	0.000585275077538722
6149	1.0308982316752744e-05
6150	3.578728351022215e-07
6151	0.000537671127450292
6152	0.00028266543445505573
6153	3.649611320397971e-52
6154	0.0011374934492912336
6155	0.0005054356342783429
6156	0.00041421223101887976
6157	0.00297684842988991
6158	4.3822128227114726e-05
6159	5.297259132230427e-10
6160	0.0004999374488336549
6161	0.002906878379169312
6162	0.0005269795112811072
6163	2.391809274936014e-47
6164	0.0008306312880561295
6165	0.0001843066877095064
6166	0.002605646003012287
6167	0.002631450592598648
6168	0.0005234584452192008
6169	0.00053995339476504
6170	3.649611320397971e-52
6171	0.0025350804975909774
6172	3.649611320397971e-52
6173	0.00010428146704960017
6174	2.1889284877207895e-07
6175	0.00010723919574870402
6176	0.02759533994098721
6177	0.00011662099097886889
6178	0.0005029858797383924
6179	3.649611320397971e-52
6180	6.4205017178739194e-06
6181	0.00029098018989671384
6182	0.00010723925985161602
6183	0.0024909722641675005
6184	0.0010286198946667861
6185	2.5071833396095764e-05
6186	0.0029987507534236647
6187	0.0006826052199668773
6188	0.0004994311681782144
6189	0.0006429426336717781
6190	0.000136109827303623
6191	3.649611320397971e-52
6192	0.0006469661268543913
6193	2.8332107233903227e-05
6194	0.00014756994260871435
6195	5.358574004771908e-05
6196	0.0008305002986734878
6197	0.00015290240756496602
6198	0.00014110838807512326
6199	0.002877912929165287
6200	0.0006017723510358213
6201	1.933141299581428e-06
6202	0.0026324535971758976
6203	7.344642553697839e-05
6204	1.6155663723582693e-06
6205	4.932125222179999e-06
6206	0.0024909111710099668
6207	0.0005024455172654864
6208	6.4205017178739194e-06
6209	3.685439019679867e-05
6210	3.287274384510751e-05
6211	5.111650790471573e-06
6212	0.0006250535575923749
6213	0.0008583478238043835
6214	1.583562839640114e-05
6215	0.0009217264825731534
6216	1.0915784078617469e-05
6217	1.5511524550756815e-05
6218	3.649611320397971e-52
6219	2.1381967972427082e-06
6220	0.0005640888518692946
6221	0.00015294309840024368
6222	0.001172909895114251
6223	0.00014706304687918438
6224	0.0005898246292855102
6225	6.475734553905683e-05
6226	2.8397594468226306e-05
6227	0.00014763463969411775
6228	2.1270183412604987e-05
6229	4.677422363364729e-06
6230	0.00014769017913835873
6231	6.589642526199074e-05
6232	3.9791647610039175e-05
6233	6.475734553905683e-05
6234	6.475734553905683e-05
6235	1.0974464909751074e-05
6236	1.473198058111309e-06
6237	0.0006851783415431311
6238	0.027599510456686183
6239	0.0009786477822172927
6240	1.3948441997545468e-06
6241	0.0005006441590940479
6242	0.0005583486107763553
6243	0.0001716070676882509
6244	4.715837588423752e-06
6245	0.00014706304687918438
6246	6.116019477179196e-06
6247	7.479811505076323e-05
6248	0.0017331302648511215
6249	6.2609820729782435e-06
6250	0.002491594237291308
6251	7.140180082227489e-07
6252	3.649611320397971e-52
6253	0.0001875966719615171
6254	1.6590997645916937e-08
6255	0.0005357994387553918
6256	0.0006565920602861948
6257	0.0004994311681782144
6258	7.43883114637746e-05
6259	3.649611320397971e-52
6260	0.0005301717626461757
6261	0.002515596054721064
6262	4.3797588563362964e-05
6263	1.1594109342752562e-05
6264	0.0007895707428382638
6265	0.00015339199767026068
6266	0.0005356799843105772
6267	0.00011127789122849511
6268	0.0005356799843105772
6269	5.835859729658861e-05
6270	0.0006989773025050494
6271	2.0292702396719838e-06
6272	0.00014706304687918438
6273	9.238741010157317e-05
6274	0.00015069163759262255
6275	0.0005578670438200559
6276	3.839023364373786e-06
6277	2.2281921537239444e-05
6278	1.2556570686874016e-06
6279	3.321902179267776e-05
6280	1.1115774730729772e-05
6281	1.2347809400526284e-05
6282	6.116019477179196e-06
6283	1.4585808251073861e-05
6284	3.744831294072899e-06
6285	0.00016310799157276184
6286	0.0024909111710099668
6287	0.0008305002986734878
6288	3.3513882095538686e-06
6289	9.006573061859682e-05
6290	0.0001875966719615171
6291	2.3442046087694852e-05
6292	6.844918887824275e-05
6293	0.0005583921639014057
6294	0.0001533194466762282
6295	2.6695593697461867e-05
6296	5.193175426990136e-05
6297	0.00016959147684013232
6298	0.0001938297809040145
6299	0.0005010048011646098
6300	0.0009184288366567814
6301	0.00013934246735908365
6302	7.479811505076323e-05
6303	6.116019477179196e-06
6304	1.0964776824559548e-06
6305	0.00014956134218655493
6306	8.715646165746123e-05
6307	0.00017519046955880225
6308	0.0001875966719615171
6309	0.00252476001676551
6310	0.0009753182108023978
6311	0.002560129686381694
6312	9.716245742205993e-08
6313	0.002545739588877506
6314	0.0024910102913627847
6315	0.00014706304687918438
6316	2.6400419013317775e-05
6317	0.00014772005549074332
6318	4.428889054769082e-05
6319	0.0024909713348896024
6320	0.000257072355089143
6321	0.02759670515001069
6322	0.00014706304687918438
6323	5.3606166600872984e-05
6324	0.002587663250298085
6325	0.0005356803088262262
6326	0.0001329401410496739
6327	3.649611320397971e-52
6328	0.0006330565894655478
6329	0.0006429426336717781
6330	5.3606166600872984e-05
6331	0.00015003022844705543
6332	0.0024909111710099668
6333	0.0005356799843105772
6334	0.027611770802043207
6335	2.2358610233203387e-05
6336	5.3606166600872984e-05
6337	0.00014804533474098064
6338	0.00014706304687918438
6339	0.00014706304687918438
6340	5.111650790471573e-06
6341	0.0001471102048132166
6342	0.0006742803142453968
6343	0.00014757785531975084
6344	0.00018824681129592577
6345	0.0006210930733958282
6346	0.000637890192073138
6347	0.00014852299235655725
6348	6.823121748661701e-06
6349	0.0005308129624761805
6350	2.5592488835034465e-05
6351	0.0005356799843105772
6352	2.3393171245634983e-05
6353	0.002490932786416824
6354	0.0009243405690711573
6355	0.00016960387321377738
6356	6.116019477179196e-06
6357	6.554225605089542e-07
6358	0.0003485996212786725
6359	5.872718103296957e-06
6360	0.00010723919574870402
6361	2.837606221194556e-05
6362	0.001711399715212509
6363	0.00014706304687918438
6364	0.0010633383301029157
6365	9.4912111631137e-08
6366	9.10768122776992e-05
6367	3.649611320397971e-52
6368	0.0006398248014411066
6369	0.0009901665174207994
6370	6.475734553905683e-05
6371	6.82897647206154e-05
6372	0.0025447661934096416
6373	4.161244583001271e-07
6374	0.0005753508011164878
6375	0.00030715777977559155
6376	0.0029213931633535967
6377	0.00015294309840024368
6378	0.0001875966719615171
6379	5.46598058804236e-06
6380	6.165725871596746e-06
6381	9.147264129548715e-05
6382	0.002581391049348006
6383	4.1843439312911237e-05
6384	0.029207196252938335
6385	0.002612834212705858
6386	3.649611320397971e-52
6387	0.0004994311681782144
6388	3.649611320397971e-52
6389	0.0008305002986734878
6390	0.002491873278608263
6391	0.00021376052787716558
6392	8.134478916119281e-05
6393	3.405573669539064e-05
6394	0.02760204706183265
6395	0.00021647859012759396
6396	0.0024909111710099668
6397	2.1796946045360167e-05
6398	0.002493456365715153
6399	0.0005281000751156275
6400	0.00010526600053343395
6401	0.0025210694671147157
6402	6.824611936547461e-06
6403	1.623780584417543e-07
6404	0.029209764547341227
6405	0.027644887088139895
6406	9.330342281846824e-05
6407	0.00011129621196862437
6408	7.919788813230343e-06
6409	1.0915784078617469e-05
6410	3.463662752219942e-05
6411	2.8592038454019577e-05
6412	2.6325872836378186e-05
6413	0.00021777657124862326
6414	3.649611320397971e-52
6415	0.0005350663656379377
6416	2.4469888413939233e-05
6417	5.3673992000592794e-05
6418	2.8592038454019577e-05
6419	2.8592038454019577e-05
6420	0.0005607546122064627
6421	0.02759668649394281
6422	2.8336334172842387e-05
6423	2.6325872836378186e-05
6424	6.442902901670527e-07
6425	0.0001288547046962817
6426	9.512994934756752e-05
6427	8.058904534595263e-05
6428	4.542851454115706e-05
6429	0.002490977971078101
6430	2.7045012013165232e-05
6431	0.0005356799843105772
6432	0.00052201935193308
6433	3.649611320397971e-52
6434	2.6379009354013536e-07
6435	0.0024912169330794233
6436	0.00023776861940260247
6437	9.416327047390864e-06
6438	0.00020597908200375832
6439	4.542851454115706e-05
6440	0.02766261350753041
6441	0.0001875966719615171
6442	0.00017383989302013843
6443	0.02759533994098721
6444	0.00023776861940260247
6445	5.059494013650346e-07
6446	2.8592038454019584e-05
6447	0.000588829383111317
6448	0.0005101085223144847
6449	0.00041082482187636553
6450	0.0011113953920005527
6451	6.238146556548623e-06
6452	0.0024910385813155505
6453	0.0014084813988501275
6454	1.0585058626144545e-05
6455	0.0029531029810906423
6456	4.661109788458761e-05
6457	5.779388331844156e-05
6458	8.752298674975211e-06
6459	8.625547339778027e-05
6460	4.4774511540787524e-06
6461	3.649611320397971e-52
6462	2.9158745997284475e-05
6463	0.0026818778754484013
6464	2.596705484077485e-05
6465	2.86370374368426e-05
6466	2.5968572882645432e-05
6467	3.0365595923724804e-05
6468	2.8206955211181373e-05
6469	0.00022702128014724567
6470	7.956564206016298e-06
6471	0.0005075267408874515
6472	0.0004994311681782144
6473	2.6567537345482914e-06
6474	0.0025146745854672196
6475	5.2560422048698185e-06
6476	8.452391897207265e-05
6477	0.0025146745854672196
6478	0.0029539174543087134
6479	0.002979377569567218
6480	0.0009179218748911538
6481	2.597212304387237e-05
6482	5.156919714841817e-05
6483	0.0005382094500152226
6484	2.5969169326735835e-05
6485	0.0005367304322828894
6486	0.002696528267344349
6487	2.7965979730805396e-05
6488	0.00043253542556431144
6489	0.00041638085472838247
6490	2.1424596824067272e-05
6491	3.649611320397971e-52
6492	4.735516734006161e-05
6493	2.326509539322582e-05
6494	0.00015328897227895118
6495	6.6617358233839695e-06
6496	0.027697695230114405
6497	7.263468923794953e-07
6498	3.2478278403587256e-05
6499	0.0004994311681782144
6500	0.0024909111710099668
6501	0.0024909111710099668
6502	3.649611320397971e-52
6503	4.180790640545243e-07
6504	0.0005241584260816433
6505	0.00018761645458009922
6506	1.290893927501087e-05
6507	0.00022235385648165185
6508	0.0005010205545284923
6509	5.459362426759894e-07
6510	1.0779989250963103e-06
6511	2.483727103277488e-05
6512	0.00026556969566613993
6513	0.001155226996243765
6514	2.2360719643674277e-06
6515	6.381762911353007e-05
6516	3.409161197831951e-08
6517	4.661109788458761e-05
6518	0.00014706401725383633
6519	0.0024909111710099668
6520	0.000670695174264623
6521	3.691301432171302e-05
6522	0.027931413837975125
6523	0.0005356799843105772
6524	0.00019172302243162135
6525	5.419319660497315e-05
6526	0.0025425474712536976
6527	5.447145981303344e-05
6528	0.0024936268427779348
6529	0.0035371535716075125
6530	0.00010862091748508834
6531	6.10393912398687e-05
6532	9.512994934756751e-05
6533	5.399343590228958e-05
6534	0.0009256730720312233
6535	0.00014706304687918438
6536	0.0005008007012383458
6537	0.002522503936938734
6538	0.0005753508011164878
6539	9.116497375896015e-05
6540	2.862506699315584e-05
6541	0.00016358089321724006
6542	0.00014706304687918438
6543	8.883590515484245e-05
6544	0.00024376013240899928
6545	0.02759533994098721
6546	0.027783270161658845
6547	0.027657161605032076
6548	0.027783270161658845
6549	0.0004994311681782144
6550	0.00010418789712128187
6551	1.2149933392831643e-06
6552	8.58838754015312e-05
6553	0.00014706304687918438
6554	3.590783463223552e-06
6555	5.578995019473602e-05
6556	4.422868271059271e-05
6557	0.00010526600053343395
6558	0.0004994311681782144
6559	4.661109788458761e-05
6560	0.0008829766942927108
6561	0.0005400211113219112
6562	0.001046886569843927
6563	3.5907856344452587e-06
6564	0.0004994311681782144
6565	0.00010747680533942317
6566	0.00010469213649323012
6567	2.596705484077485e-05
6568	0.0005360681746474074
6569	4.543098820082424e-05
6570	0.0006480004109135525
6571	4.507611089136266e-08
6572	0.0004442511279190875
6573	2.596705484077485e-05
6574	0.0003223513390964851
6575	3.649611320397971e-52
6576	0.000537671127450292
6577	0.00017316611756210782
6578	0.0009408960755672949
6579	2.7548910927795733e-05
6580	9.760663328218105e-05
6581	9.746733535555188e-06
6582	9.006573061859682e-05
6583	0.0005234886212830336
6584	0.00013422035353443518
6585	0.027618286517397443
6586	0.003251515581786471
6587	0.0006429913792878485
6588	0.00014766881622276632
6589	0.00015534196515389217
6590	3.2852556258822075e-05
6591	0.0004994311681782144
6592	0.02759533994098721
6593	0.027609272150474404
6594	7.16437112556069e-05
6595	2.2360719643674277e-06
6596	0.0024909111710099668
6597	2.2360719643674277e-06
6598	0.0004994311681782144
6599	5.947872550758553e-05
6600	0.00014706304687918438
6601	8.066386664233194e-05
6602	0.0004994311681782144
6603	2.2360719643674277e-06
6604	4.330381686663723e-06
6605	3.990043001790308e-06
6606	3.764883840520121e-06
6607	7.71695675118762e-05
6608	5.3606166600872984e-05
6609	0.0004941060253438081
6610	3.649611320397971e-52
6611	2.2360719643674277e-06
6612	0.027596553161504122
6613	4.330381686663723e-06
6614	5.272395764419572e-05
6615	2.596705484077485e-05
6616	3.649611320397971e-52
6617	0.000920828161240163
6618	2.39974683597658e-06
6619	3.976924182322668e-05
6620	7.83544789427793e-05
6621	0.0005357456084205587
6622	2.5517305337501736e-05
6623	2.2360719643674277e-06
6624	1.5859454192147833e-07
6625	0.000299485750375878
6626	2.1022793750700263e-06
6627	0.00041891752796117265
6628	7.340327829925066e-05
6629	0.00010481589059133706
6630	2.3131765661729875e-06
6631	0.0024909111710099668
6632	4.520962411100695e-05
6633	0.00015290240756496602
6634	9.788774793257848e-06
6635	0.00014706304687918438
6636	0.00106694279904007
6637	5.9207636549661686e-05
6638	0.0024909111710099668
6639	0.0005370202153223427
6640	0.0005610633280127171
6641	0.0007879451946074438
6642	0.00015360648665989265
6643	0.0004108581211069943
6644	3.649611320397971e-52
6645	0.0005017585674125156
6646	0.00014706304687918438
6647	1.5178199076541574e-09
6648	1.2589028817754103e-07
6649	8.452391897207265e-05
6650	0.0009189491346184982
6651	0.0003496650769144788
6652	4.778091288091086e-05
6653	0.00014706304687918438
6654	3.211160825684202e-05
6655	7.436175773755726e-05
6656	8.452391897207265e-05
6657	0.0004995494502741181
6658	0.000507008571151718
6659	0.0005362501899042262
6660	0.0002351202715676968
6661	4.633774015579101e-05
6662	0.00015340805926072112
6663	4.543096122192689e-05
6664	0.0031137298351862903
6665	4.330381686663724e-06
6666	0.0001487054083599723
6667	3.285009759306978e-05
6668	0.0014314608777341942
6669	3.649611320397971e-52
6670	5.3606166600872984e-05
6671	1.9280945404742377e-08
6672	2.9458684831567157e-06
6673	7.54287556618047e-05
6674	8.500463449302511e-06
6675	1.0591401497110258e-05
6676	2.2360719643674277e-06
6677	2.0466195244572104e-07
6678	7.16437112556069e-05
6679	3.1793283594841165e-05
6680	4.986579239006297e-05
6681	0.0006467063210823911
6682	0.0006671841800922041
6683	6.189958773870254e-05
6684	9.512994934756751e-05
6685	0.00018726459759612675
6686	9.431656508883476e-06
6687	5.744437332697279e-05
6688	0.0024909134584790034
6689	2.5517305337501736e-05
6690	0.0004996736407744639
6691	3.649611320397971e-52
6692	0.0003163722872518931
6693	0.001408482238893229
6694	4.165990428402513e-07
6695	8.493976944697584e-05
6696	0.00010469213649323012
6697	0.0005362955415315371
6698	0.0005358475572924125
6699	8.452405852214547e-05
6700	0.00014753275033004226
6701	6.969352401222562e-07
6702	9.688563538931873e-06
6703	3.649611320397971e-52
6704	1.8033623413011113e-07
6705	0.00015671240048969142
6706	0.00021767066106981542
6707	3.649611320397971e-52
6708	8.822063507491741e-05
6709	0.0005028069599645037
6710	0.00041334734888861667
6711	0.0006144251686230211
6712	0.00010562960795128961
6713	0.0005002028239971335
6714	0.00021219035190411936
6715	1.374278364678093e-07
6716	5.39595301243446e-06
6717	0.00018742867370465614
6718	2.4245052235497353e-05
6719	0.0005236615705000676
6720	9.478182587998626e-06
6721	3.263238390215647e-05
6722	0.0005900481097658006
6723	1.830657625660427e-05
6724	3.700259962337235e-06
6725	0.0004994311681782144
6726	2.6153203638365327e-06
6727	8.580451195559393e-05
6728	8.50092910932206e-06
6729	3.976924182322668e-05
6730	0.000920969540061355
6731	0.00015386241673824596
6732	3.2317957509818553e-05
6733	0.0011224524934963823
6734	3.649611320397971e-52
6735	5.9963017279479956e-06
6736	0.000414011200472688
6737	4.6138168419379596e-05
6738	6.124355632329599e-09
6739	0.00053703091074466
6740	3.731991446768677e-05
6741	3.649611320397971e-52
6742	9.112023596452007e-05
6743	0.00015895925142705018
6744	8.120343808903872e-08
6745	2.2857011830694483e-05
6746	3.242464443083884e-05
6747	0.0004130364934814742
6748	0.00014122897303576817
6749	0.0004998607724988353
6750	0.0005363696230900606
6751	2.2360719643674277e-06
6752	3.2848941476249975e-05
6753	0.00042138915617062633
6754	0.0004994311681782144
6755	0.00041073959411644904
6756	0.003526480224037616
6757	0.0005904241883676248
6758	2.56622152228371e-05
6759	0.00010526606315313054
6760	0.0009209990733623443
6761	6.124355632329599e-09
6762	2.776320890891442e-06
6763	0.00014706304687918438
6764	0.0005286001853989521
6765	9.3672494796549e-05
6766	0.00015534196515389217
6767	9.353864390495027e-05
6768	0.00021216836832873057
6769	0.00021490840977696928
6770	0.000499486298551996
6771	1.60204777735921e-05
6772	0.0024909111710099668
6773	2.19785424237492e-05
6774	0.00010475749879721734
6775	7.606446166707932e-05
6776	3.816950775773929e-07
6777	0.00015290240756496602
6778	0.00015290240756496602
6779	8.460478198745868e-05
6780	4.403961643929251e-06
6781	0.0004148797304750638
6782	0.0005094841590520504
6783	0.0005500864417045211
6784	0.0009053968448859165
6785	3.315275115021479e-05
6786	3.649611320397971e-52
6787	4.4392168411498285e-06
6788	7.76594436898697e-05
6789	0.00015839889095046471
6790	0.00014714441762302745
6791	0.0005662290212226121
6792	2.0466195244572104e-07
6793	0.0005369956621484719
6794	0.0008305002986734878
6795	0.0004994314683646708
6796	0.0004998070096342507
6797	0.00015534196515389217
6798	3.473563473837206e-05
6799	5.360469920278472e-05
6800	0.00014706304687918438
6801	2.147728435084212e-05
6802	3.758653967866475e-07
6803	1.0571961592514803e-05
6804	9.365294055752751e-05
6805	2.2360719643674277e-06
6806	2.643142276625143e-05
6807	1.0348868934044015e-06
6808	0.00014922748458232873
6809	0.00014706304687918438
6810	0.0005452098646392871
6811	0.0001436810121466068
6812	6.999595182815547e-07
6813	0.0002451861698529303
6814	3.266821067222983e-07
6815	8.768822505533397e-05
6816	8.669300596345846e-05
6817	8.452391897207265e-05
6818	0.0005094841590520504
6819	0.0009179358305824257
6820	3.7866274194649326e-05
6821	0.0005094841590520504
6822	5.716343029626242e-05
6823	4.422870104180142e-05
6824	2.1847575199099396e-05
6825	1.5178199076541574e-09
6826	3.649611320397971e-52
6827	2.8514285305200853e-05
6828	4.806736626177229e-05
6829	0.00024937320971190436
6830	0.0009182418018954498
6831	8.842247576090574e-06
6832	2.431696958667558e-05
6833	3.397929553709898e-05
6834	0.0024909111710099668
6835	2.646818736797162e-06
6836	9.760663328218105e-05
6837	1.5211904997583145e-09
6838	3.649611320397971e-52
6839	5.389006430366542e-07
6840	4.4562672751333e-05
6841	0.0008305002986734878
6842	0.0004994311681782144
6843	0.00014722390756704515
6844	0.00013862021222689648
6845	1.304013618212179e-05
6846	0.0015212807924435132
6847	0.0002535443956821554
6848	3.212558907744166e-05
6849	0.0005595627456541681
6850	0.00010805973876832514
6851	2.431696958667558e-05
6852	0.00019141767339441815
6853	0.00017383989302013843
6854	0.002513188617938273
6855	0.0009053963031658389
6856	0.0007883695084596526
6857	0.0024909111710099668
6858	3.078192836112698e-05
6859	4.1280087180939607e-07
6860	0.027598299701277435
6861	0.00010469213649323012
6862	0.000708871162400127
6863	0.027600670106607477
6864	0.02760136285081454
6865	0.000917916596683228
6866	9.688563538931873e-06
6867	9.042508994218166e-07
6868	8.467789625289386e-07
6869	3.649611320397971e-52
6870	3.3143903243103584e-07
6871	0.00014736218409497917
6872	0.00010485377024822098
6873	0.00019234569467008463
6874	0.00010498127725621238
6875	0.027596852610462907
6876	0.00010912246830579761
6877	0.0004994311681782144
6878	2.55967443691077e-10
6879	2.317107996373259e-06
6880	2.2360719643674277e-06
6881	0.0006391215835534206
6882	5.0799320029563935e-06
6883	0.000142927327244134
6884	4.330381686663723e-06
6885	0.0006275391300462271
6886	1.304013618212179e-05
6887	1.3470089049409715e-05
6888	3.649611320397971e-52
6889	0.00015534196515389217
6890	0.0001948352946765223
6891	1.0785567031713174e-06
6892	2.649906044416615e-05
6893	3.649611320397971e-52
6894	0.00021216849479766177
6895	0.0025590584460034923
6896	3.235626464329822e-08
6897	0.0011231891701630585
6898	0.00015297365183755213
6899	8.452391897207265e-05
6900	1.0104369326480386e-05
6901	0.00017595423346445906
6902	4.3866692823340334e-05
6903	1.804194684960109e-05
6904	0.00011197203422669605
6905	0.0002612799527974137
6906	0.0001649180321711813
6907	4.060017387118749e-06
6908	0.00019617278524381414
6909	3.649611320397971e-52
6910	2.4863257866667888e-05
6911	0.00021216836832873057
6912	0.00021216836832873057
6913	0.00010806292452023716
6914	2.1540179932068255e-05
6915	0.00011138904925818531
6916	8.452391897207265e-05
6917	3.8707466271273535e-07
6918	0.0005571283898080818
6919	1.6246591515157544e-06
6920	1.1060256242494909e-05
6921	0.0029580445185020563
6922	0.00014706304687918438
6923	0.002493606919860453
6924	3.649611320397971e-52
6925	0.0024914495788475296
6926	2.0853083698879935e-08
6927	2.1704338942407646e-05
6928	1.5609757067172026e-06
6929	0.000147063252203913
6930	3.649611320397971e-52
6931	0.027654977236419666
6932	0.0008531384183544548
6933	1.466520954252812e-07
6934	0.0004994311681782144
6935	1.0157934129847195e-06
6936	1.0459404501072744e-05
6937	4.547747262458555e-05
6938	1.0785567031713174e-06
6939	4.794745499790103e-05
6940	0.0024909111710099668
6941	9.912898318370888e-06
6942	0.00013118078599502175
6943	0.002767413919675856
6944	0.0025125754724763744
6945	5.268397603057723e-05
6946	2.581987101635093e-05
6947	2.0189759759618458e-11
6948	0.0024909111710099668
6949	2.4351336299462014e-05
6950	2.700495770134564e-05
6951	0.0025125754724763744
6952	2.5557819351861982e-05
6953	3.649611320397971e-52
6954	0.0005211956159203791
6955	0.00021352979728366612
6956	0.00010616674105495976
6957	0.0005384924968068296
6958	0.00014110664172896866
6959	0.0025013354621307945
6960	3.764883840520121e-06
6961	0.0005662290212226121
6962	0.00015534196515389217
6963	0.0004994311681782144
6964	1.0591401497110258e-05
6965	3.649611320397971e-52
6966	0.00010290553894078218
6967	3.799012655286081e-05
6968	8.052137594526828e-05
6969	0.0004994325546592816
6970	4.375831473278237e-06
6971	0.0006227110951686923
6972	9.798381838813763e-05
6973	4.27715484695909e-05
6974	8.408213086111472e-07
6975	0.0004994311681782144
6976	3.491912286447441e-05
6977	4.656914022748432e-05
6978	0.0001498205430468901
6979	0.00014706304687918438
6980	0.0005380967611497351
6981	9.688563538931873e-06
6982	6.543956984979657e-06
6983	0.001404915210684201
6984	9.849963483056616e-05
6985	1.0078351001168813e-05
6986	8.452391897207265e-05
6987	0.00020642494739572237
6988	7.49396812483782e-07
6989	3.649611320397971e-52
6990	0.02759533994098721
6991	0.002524353098561941
6992	2.299402470170887e-05
6993	0.00015005373153569173
6994	1.2645644378654842e-05
6995	0.000917916596683228
6996	1.5893117747481042e-07
6997	0.027783270161658845
6998	0.0024909141737945546
6999	2.6271650012924782e-05
7000	0.0005356799843105772
7001	0.00014706304687918438
7002	0.0005703519770418556
7003	2.967805555833554e-06
7004	2.582788327489002e-06
7005	2.9206541014838927e-06
7006	0.002524905374979983
7007	8.452391897207265e-05
7008	0.00019256401573354266
7009	1.0920185269774052e-07
7010	3.649611320397971e-52
7011	3.649611320397971e-52
7012	4.97561574449373e-05
7013	2.625417355354699e-05
7014	7.132347085933246e-05
7015	2.1270076576133755e-05
7016	0.0026420628057501256
7017	3.649611320397971e-52
7018	9.087965714145984e-05
7019	0.00010035138287901773
7020	0.00012307218234537836
7021	0.000805504488509994
7022	0.00021217023171135187
7023	8.052137594526828e-05
7024	4.7691704558704464e-05
7025	0.02759825902949094
7026	0.00019224862603519987
7027	3.649611320397971e-52
7028	0.027796367172868416
7029	2.2982753409968274e-05
7030	0.02759850641722296
7031	2.649906044416615e-05
7032	0.0005445307651094148
7033	6.499160869909033e-06
7034	5.7762863726831614e-05
7035	0.0001612617306301727
7036	0.00016003831447311315
7037	0.0009403042978599272
7038	0.0011294544107690134
7039	0.0006573796748801948
7040	5.7761559152132586e-05
7041	5.714747931521044e-06
7042	2.8344528241942675e-06
7043	3.649611320397971e-52
